编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,月销售额,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
611,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoqq172008171"，"点我对话"),qq172008171,美洋洋金鞋柜,,,,,https://shop102942972.taobao.com,,,97817.00,福建,马丁靴女,,4.75718分,-0.79%,4.80383分,-0.66%,4.81356分,-0.59%,,,,,,,,,,
612,泰州市海陵区吉盛商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao吉菲儿旗舰店"，"点我对话"),吉菲儿旗舰店,吉菲儿旗舰店,,,,,https://shop62200228.taobao.com,,,5513045.00,福建,马丁靴女,,4.87056分,0%,4.78987分,0.86%,4.82704分,0%,,,,,,,,,,
613,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoqinkeyu520"，"点我对话"),qinkeyu520,东宇鞋业官方店,null,,,,https://shop58936229.taobao.com,,,0,福建,马丁靴女,,4.80354,4.11%,4.84863,7.91%,4.86007分,11.41%,,,,,,,,,,
614,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao一路领先100"，"点我对话"),一路领先100,平价女鞋折扣专柜,,,,,https://shop115017062.taobao.com,,,78992.00,福建,马丁靴女,,4.76816分,-0.56%,4.80498分,-0.63%,4.82388分,0.38%,,,,,,,,,,
615,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao耙耙诗"，"点我对话"),耙耙诗,原单外贸真皮女鞋店,,,,,https://shop35073350.taobao.com,,,24844.60,福建,马丁靴女,,4.78453,0.22%,4.83288,0.10%,4.85532分,8.40%,,,,,,,,,,
616,上海热淘电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao热风outlets店"，"点我对话"),热风outlets店,热风outlets店,,,,,https://shop373768982.taobao.com,,,0,福建,马丁靴女,,4.84962分,0%,4.8481分,9.89%,4.8629分,14.08%,,,,,,,,,,
617,泉州市丰泽区力天纸制品包装有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoaodelz旗舰店"，"点我对话"),aodelz旗舰店,aodelz旗舰店,,,,,https://shop116450255.taobao.com,,,2878915.50,福建,马丁靴女,,4.95688分,66.09%,4.96512分,79.31%,4.97342分,83.35%,,,,,,,,,,
618,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao杭杰鞋坊"，"点我对话"),杭杰鞋坊,震地王女鞋店,,,,,https://shop113598474.taobao.com,,,297280.00,福建,马丁靴女,,4.81342分,8.93%,4.84338分,4.72%,4.854分,7.57%,,,,,,,,,,
619,上海华尘电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoacesc艾斯臣旗舰店"，"点我对话"),acesc艾斯臣旗舰店,acesc艾斯臣旗舰店,,,,,https://shop67821456.taobao.com,,,0,福建,马丁靴女,,4.85022分,0%,4.84305分,6.89%,4.85827分,11.17%,,,,,,,,,,
620,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao迷you掌柜"，"点我对话"),迷you掌柜,迷U原创女鞋,,,,,https://shop106119583.taobao.com,,,150576.00,福建,马丁靴女,,4.87175,37.44%,4.89286,34.87%,4.87175分,18.88%,,,,,,,,,,
621,上海热淘电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao热风旗舰店"，"点我对话"),热风旗舰店,热风旗舰店,,,,,https://shop57300507.taobao.com,,,0,福建,马丁靴女,,4.84314分,0.61%,4.84408分,7.50%,4.86208分,13.56%,,,,,,,,,,
622,常熟市米卡克商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao茉卡图旗舰店"，"点我对话"),茉卡图旗舰店,茉卡图旗舰店,,,,,https://shop405470594.taobao.com,,,232530.90,福建,马丁靴女,,4.97101分,77.20%,4.94746分,68.84%,4.95109分,69.35%,,,,,,,,,,
623,上海尚倾国际贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaojdov旗舰店"，"点我对话"),jdov旗舰店,jdov旗舰店,,,,,https://shop116715413.taobao.com,,,13913678.00,广东,马丁靴女,,4.9102分,29.40%,4.884分,31.19%,4.89361分,33.32%,,,,,,,,,,
624,镇江英杰鞋服贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoawt旗舰店"，"点我对话"),awt旗舰店,awt旗舰店,,,,,https://shop112505524.taobao.com,,,5114784.00,广东,马丁靴女,,4.94085分,53.49%,4.92376分,54.77%,4.92356分,52.09%,,,,,,,,,,
625,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao携手v拼搏"，"点我对话"),携手v拼搏,青竹狐 增高女鞋定制,,021-31392128,,,https://shop66405681.taobao.com,,,349856.00,广东,马丁靴女,,4.81118分,7.84%,4.86702分,19.10%,4.87163分,18.73%,,,,,,,,,,
626,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaofangyuhua_2009"，"点我对话"),fangyuhua_2009,时尚密码内增高女鞋馆,,,13764509400,,https://shop57825395.taobao.com,,,187827.00,广东,马丁靴女,,4.86059,31.96%,4.88204,28.24%,4.88204分,25.32%,,,,,,,,,,
627,,一金,=HYPERLINK("aliim:sendmsg?&touid=cntaobao网上无双"，"点我对话"),网上无双,网上无双女鞋,,,,,https://shop33251483.taobao.com,,,637582.00,广东,马丁靴女,,4.74755分,-0.99%,4.79645分,-0.81%,4.81825分,0.49%,,,,,,,,,,
628,泉州市丰泽区力天纸制品包装有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaousw旗舰店"，"点我对话"),usw旗舰店,usw旗舰店,,,,,https://shop116443962.taobao.com,,,1373959.80,广东,马丁靴女,,4.99292分,94.43%,4.97872分,87.38%,4.98936分,93.33%,,,,,,,,,,
629,阜阳市吉恩电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowarrior回力吉恩专卖店"，"点我对话"),warrior回力吉恩专卖店,warrior回力吉恩专卖店,,,,,https://shop240737729.taobao.com,,,2527527.00,广东,马丁靴女,,4.89786分,19.69%,4.86943分,22.54%,4.88152分,25.75%,,,,,,,,,,
630,莆田市涵江区骆域熙贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoloyuxsi旗舰店"，"点我对话"),loyuxsi旗舰店,loyuxsi旗舰店,,,,,https://shop535495393.taobao.com,,,1821936.00,广东,马丁靴女,,4.95696分,66.16%,4.93797分,63.21%,4.93924分,61.93%,,,,,,,,,,
631,上海越泽投资有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao73hours旗舰店"，"点我对话"),73hours旗舰店,73hours旗舰店,,,,,https://shop343607550.taobao.com,,,408350204.00,广东,马丁靴女,,4.87603分,2.53%,4.86592分,20.46%,4.90761分,42.10%,,,,,,,,,,
632,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaominger905"，"点我对话"),minger905,M905鞋坊,13921110281,,,,https://shop33978080.taobao.com,,,228622.00,广东,马丁靴女,,4.9141分,58.07%,4.92317分,53.26%,4.92961分,55.44%,,,,,,,,,,
633,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao品牌天美意gogo"，"点我对话"),品牌天美意gogo,10000人好评店,,,,,https://shop104539275.taobao.com,,,67176.00,广东,马丁靴女,,4.83298分,18.53%,4.85653分,12.78%,4.88865分,29.57%,,,,,,,,,,
634,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaojinlongxiedian"，"点我对话"),jinlongxiedian,品牌撤柜外贸店,,,,,https://shop57523119.taobao.com,,,0,广东,马丁靴女,,4.83358分,18.77%,4.87464分,23.74%,4.88118分,24.77%,,,,,,,,,,
635,南昌扬帆起航电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao回力扬帆起航专卖店"，"点我对话"),回力扬帆起航专卖店,回力扬帆起航专卖店,,,,,https://shop112016377.taobao.com,,,39916919.00,广东,马丁靴女,,4.84969分,0%,4.81394分,0%,4.82131分,0%,,,,,,,,,,
636,,一金,=HYPERLINK("aliim:sendmsg?&touid=cntaobao第2眼男人"，"点我对话"),第2眼男人,第二眼男人,,,,,https://shop63901858.taobao.com,,,71166.00,广东,马丁靴女,,4.72892,-1.38%,4.79399,-0.86%,4.80371分,-0.79%,,,,,,,,,,
637,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao陶源贸易公司"，"点我对话"),陶源贸易公司,香港潮流女鞋,,,,,https://shop101894982.taobao.com,,,266860.00,广东,马丁靴女,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
638,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao甜甜家鞋业"，"点我对话"),甜甜家鞋业,甜甜鞋业官方店,,,,,https://shop591738441.taobao.com,,,148225.00,广东,马丁靴女,,4.74392,-1.07%,4.79574,-0.82%,4.82657分,0.32%,,,,,,,,,,
639,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao人本鞋类直营店铺"，"点我对话"),人本鞋类直营店铺,人本帆布鞋批发店,,,,,https://shop100319817.taobao.com,,,381153.00,广东,马丁靴女,,4.82922分,16.64%,4.85375分,11.03%,4.86364分,13.67%,,,,,,,,,,
640,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao葛志尚"，"点我对话"),葛志尚,良品世家鞋业,,,,,https://shop71646543.taobao.com,,,39152.00,广东,马丁靴女,,4.76636分,-0.60%,4.80374分,-0.66%,4.83178分,0.21%,,,,,,,,,,
641,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao叱咤风云大升升"，"点我对话"),叱咤风云大升升,上海魔都,,,,,https://shop402694156.taobao.com,,,188424.00,广东,马丁靴女,,4.80402分,4.34%,4.82152分,0.29%,4.82677分,0.32%,,,,,,,,,,
642,泉州市天子其网络科技有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao瑞卡图旗舰店"，"点我对话"),瑞卡图旗舰店,瑞卡图旗舰店,,,,,https://shop107693757.taobao.com,,,0.00,广东,马丁靴女,,4.91265分,31.32%,4.89123分,35.47%,4.89809分,36.13%,,,,,,,,,,
643,上海美特斯邦威服饰股份有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美特斯邦威官方outlets店"，"点我对话"),美特斯邦威官方outlets店,美特斯邦威官方outlets店,,,,,https://shop276621158.taobao.com,,,1113663.90,广东,马丁靴女,,4.81854分,1.11%,4.79996分,0.65%,4.81585分,0.51%,,,,,,,,,,
644,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao之中原刃"，"点我对话"),之中原刃,红娇靓女,,,,,https://shop101432818.taobao.com,,,0,广东,马丁靴女,,4.8858分,44.30%,4.90197分,40.41%,4.91274分,44.80%,,,,,,,,,,
645,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao郁冬琴"，"点我对话"),郁冬琴,琴儿女鞋,13524536646,,,,https://shop36292989.taobao.com,,,7656.00,广东,马丁靴女,,4.9434分,72.39%,4.98113分,88.53%,5.0分,100.00%,,,,,,,,,,
646,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao极乐鸟_1990"，"点我对话"),极乐鸟_1990,劉先森达文东鞋业,,,,,https://shop111649919.taobao.com,,,34525.00,广东,马丁靴女,,4.67241分,-2.56%,4.78017分,-1.14%,4.80172分,-0.83%,,,,,,,,,,
647,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天涯比邻shop"，"点我对话"),天涯比邻shop,潮流女鞋馆1号,13921193762,,,,https://shop104651284.taobao.com,,,137024.00,广东,马丁靴女,,4.67535分,-2.50%,4.73049分,-2.17%,4.75125分,-1.87%,,,,,,,,,,
648,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao瑶瑶一零后"，"点我对话"),瑶瑶一零后,卡布奇女鞋店,,,,,https://shop103081187.taobao.com,,,0,广东,马丁靴女,,4.92814,64.95%,4.95808,74.52%,4.94611分,65.91%,,,,,,,,,,
649,上海客愿电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao简希旗舰店"，"点我对话"),简希旗舰店,简希旗舰店,13681930905,,,,https://shop105800342.taobao.com,,,46141172.51,广东,马丁靴女,,4.88793分,11.89%,4.83623分,2.85%,4.84508分,2.91%,,,,,,,,,,
650,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao蓝玫瑰ll"，"点我对话"),蓝玫瑰ll,蓝玫瑰增高女鞋定制,,,,,https://shop61329237.taobao.com,,,247132.00,广东,马丁靴女,,4.8741,38.59%,4.89388,35.49%,4.90288分,38.57%,,,,,,,,,,
651,上海晶淘商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao晶淘鞋类专营店"，"点我对话"),晶淘鞋类专营店,晶淘鞋类专营店,,,,,https://shop71660366.taobao.com,,,0,广东,马丁靴女,,4.87115分,0%,4.87608分,26.49%,4.88783分,29.70%,,,,,,,,,,
652,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaozhangzuqinggg"，"点我对话"),zhangzuqinggg,品客小站隐形内增高女,13817060720,,,,https://shop36983704.taobao.com,,,23788.00,广东,马丁靴女,,4.79452分,0.10%,4.84475分,5.55%,4.84932分,4.60%,,,,,,,,,,
653,,一金,=HYPERLINK("aliim:sendmsg?&touid=cntaobao米卡卡家"，"点我对话"),米卡卡家,米米卡家,,,,,https://shop104368799.taobao.com,,,205639.00,广东,马丁靴女,,4.70897分,-1.80%,4.75919分,-1.58%,4.78507分,-1.18%,,,,,,,,,,
654,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao淘宝第一金冠店"，"点我对话"),淘宝第一金冠店,微笑迎接未来,,,,,https://shop106682042.taobao.com,,,19864.00,广东,马丁靴女,,4.73844分,-1.18%,4.79927分,-0.75%,4.81022分,-0.65%,,,,,,,,,,
655,厦门聚诚德商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoygk旗舰店"，"点我对话"),ygk旗舰店,ygk旗舰店,,,,,https://shop116461567.taobao.com,,,1372044.00,广东,马丁靴女,,4.94727分,58.54%,4.91714分,50.85%,4.92655分,53.97%,,,,,,,,,,
656,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao我是索索"，"点我对话"),我是索索,我是索索鞋屋suosuo,13651834560,,,,https://shop67038126.taobao.com,,,111902.00,广东,马丁靴女,,4.70867分,-1.80%,4.75965分,-1.57%,4.79061分,-1.06%,,,,,,,,,,
657,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaochenyin8809"，"点我对话"),chenyin8809,七格格鞋馆,,,,,https://shop57046051.taobao.com,,,39912.60,广东,马丁靴女,,4.63833分,-3.27%,4.67472分,-3.33%,4.69616分,-3.01%,,,,,,,,,,
658,莆田市荔城区先驱者鞋厂,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao先驱者鞋类专营店"，"点我对话"),先驱者鞋类专营店,先驱者鞋类专营店,13636607663,,,,https://shop65360790.taobao.com,,,2955848.00,广东,马丁靴女,,4.87842分,4.40%,4.84447分,7.75%,4.84666分,3.92%,,,,,,,,,,
659,温州景富贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao景富鞋类专营店"，"点我对话"),景富鞋类专营店,景富鞋类专营店,,,,,https://shop114883077.taobao.com,,,0,广东,马丁靴女,,4.85506分,0%,4.83658分,3.07%,4.85311分,7.96%,,,,,,,,,,
660,苏州雅伊阁电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao诺拉达旗舰店"，"点我对话"),诺拉达旗舰店,诺拉达旗舰店,,,,,https://shop597426875.taobao.com,,,429622.00,广东,马丁靴女,,4.9159分,33.88%,4.851分,11.61%,4.86444分,15.04%,,,,,,,,,,
661,宜春市宏宇贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao宏宇鞋类专营店"，"点我对话"),宏宇鞋类专营店,宏宇鞋类专营店,,,,,https://shop66612882.taobao.com,,,10476628.00,广东,马丁靴女,,4.79257分,1.65%,4.78482分,0.96%,4.80707分,0.69%,,,,,,,,,,
662,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao荣升电商企业"，"点我对话"),荣升电商企业,贴近生活百货,,,,,https://shop513390957.taobao.com,,,48097.00,广东,马丁靴女,,4.77058,-0.51%,4.80387,-0.65%,4.79237分,-1.02%,,,,,,,,,,
663,南昌恒大鞋业有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao恒大鞋类专营店"，"点我对话"),恒大鞋类专营店,恒大鞋类专营店,,,,,https://shop57303699.taobao.com,,,27673924.00,广东,马丁靴女,,4.86747分,0%,4.82303分,0%,4.83483分,0%,,,,,,,,,,
664,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao果果家企业店"，"点我对话"),果果家企业店,果果鞋业官方店,,,,,https://shop370413341.taobao.com,,,0,广东,马丁靴女,,4.7206,-1.55%,4.76923,-1.37%,4.8046分,-0.77%,,,,,,,,,,
665,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao纯色心情shose"，"点我对话"),纯色心情shose,米兰de鞋都,,,,,https://shop102923983.taobao.com,,,266772.00,广东,马丁靴女,,4.8525,28.01%,4.88025,27.15%,4.88468分,26.99%,,,,,,,,,,
666,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotu_hua2002"，"点我对话"),tu_hua2002,星期六旗下品牌折扣店,,,,,https://shop36032002.taobao.com,,,49425.00,广东,马丁靴女,,4.73523分,-1.25%,4.77681分,-1.22%,4.83151分,0.22%,,,,,,,,,,
667,,一金,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoshenglingshangmao"，"点我对话"),shenglingshangmao,达芙妮正品折扣女鞋店,,,,,https://shop61030176.taobao.com,,,1496873.00,广东,马丁靴女,,4.75031分,-0.93%,4.80902分,-0.55%,4.82972分,0.25%,,,,,,,,,,
668,新余三杰贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao三杰鞋类专营店"，"点我对话"),三杰鞋类专营店,三杰鞋类专营店,,,,,https://shop111171262.taobao.com,,,616483.00,广东,马丁靴女,,4.93593分,49.63%,4.91922分,52.08%,4.91643分,47.62%,,,,,,,,,,
669,石家庄卡新商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao卡新鞋类专营店"，"点我对话"),卡新鞋类专营店,卡新鞋类专营店,,,,,https://shop106548860.taobao.com,,,47283429.00,广东,马丁靴女,,4.85647分,0%,4.78804分,0.90%,4.78413分,1.16%,,,,,,,,,,
670,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao星期内裤"，"点我对话"),星期内裤,徐夫人高跟鞋坊,,,,,https://shop104975323.taobao.com,,,0,广东,马丁靴女,,4.72572分,-1.45%,4.77864分,-1.18%,4.80915分,-0.68%,,,,,,,,,,
671,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoimaido"，"点我对话"),imaido,丁丁鞋柜,,,,,https://shop61811936.taobao.com,,,409715.00,广东,马丁靴女,,4.76527分,-0.62%,4.79327分,-0.88%,4.82097分,0.44%,,,,,,,,,,
672,上海迪杰电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaodg官方旗舰店"，"点我对话"),dg官方旗舰店,dg官方旗舰店,,,,,https://shop70161661.taobao.com,,,0,广东,马丁靴女,,4.92634分,42.09%,4.91092分,47.16%,4.93061分,56.51%,,,,,,,,,,
673,杭州莫顿贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaohotwind热风莫顿专卖店"，"点我对话"),hotwind热风莫顿专卖店,hotwind热风莫顿专卖店,,,,,https://shop117351702.taobao.com,,,0,广东,马丁靴女,,4.81316分,1.22%,4.82957分,0%,4.85077分,6.47%,,,,,,,,,,
674,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao平价手工鞋坊"，"点我对话"),平价手工鞋坊,平价手工鞋坊（批发）,,,,,https://shop103233364.taobao.com,,,353966.00,广东,马丁靴女,,4.83929,21.56%,4.87365,23.14%,4.88分,24.03%,,,,,,,,,,
675,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao菲菲姬儿"，"点我对话"),菲菲姬儿,菲菲美人窝菲小姐包铺,,,,,https://shop60063118.taobao.com,,,55410.00,广东,马丁靴女,,4.83277分,18.38%,4.87584分,24.47%,4.88598分,27.81%,,,,,,,,,,
676,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao陈凯6_2009"，"点我对话"),陈凯6_2009,舞迪飛品牌店,,,,,https://shop60558722.taobao.com,,,85310.00,广东,马丁靴女,,4.87761,29.51%,4.88955,24.48%,4.87761分,15.73%,,,,,,,,,,
677,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao工厂断码真皮女鞋"，"点我对话"),工厂断码真皮女鞋,工厂断码真皮女鞋,,,,,https://shop411163960.taobao.com,,,6672.00,广东,马丁靴女,,4.7753分,0.41%,4.80723分,-0.59%,4.85955分,11.08%,,,,,,,,,,
678,石狮市时慕贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoimiv旗舰店"，"点我对话"),imiv旗舰店,imiv旗舰店,,,,,https://shop541110634.taobao.com,,,31776.00,广东,马丁靴女,,5.0分,100%,5.0分,100%,5.0分,100%,,,,,,,,,,
679,成都岸芷仃澜商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao莎尚伊旗舰店"，"点我对话"),莎尚伊旗舰店,莎尚伊旗舰店,,,,,https://shop106309989.taobao.com,,,17680316.00,广东,马丁靴女,,4.94561分,57.23%,4.89121分,35.47%,4.89749分,35.77%,,,,,,,,,,
680,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoa_mata"，"点我对话"),a_mata,哎呦好鞋,,,,,https://shop68152737.taobao.com,,,0,广东,马丁靴女,,4.85252,28.06%,4.8842,29.60%,4.88875分,29.63%,,,,,,,,,,
681,广州下园商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaozonafure佐纳芙旗舰店"，"点我对话"),zonafure佐纳芙旗舰店,zonafure佐纳芙旗舰店,,,,,https://shop285066634.taobao.com,,,7558019.00,广东,马丁靴女,,4.93172分,46.32%,4.91747分,51.04%,4.9245分,52.68%,,,,,,,,,,
682,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaozenghaiyanycyc"，"点我对话"),zenghaiyanycyc,鞋遇XIEYU 定制 安琪,,,,,https://shop66648621.taobao.com,,,0,广东,马丁靴女,,4.805分,4.88%,4.84642分,6.64%,4.85888分,10.73%,,,,,,,,,,
683,斯凯奇（太仓）商贸物流有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoskechers官方旗舰店"，"点我对话"),skechers官方旗舰店,skechers官方旗舰店,,,,,https://shop69471491.taobao.com,,,0,广东,马丁靴女,,4.91493分,33.12%,4.904分,43.05%,4.919分,49.24%,,,,,,,,,,
684,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoskyboy67890"，"点我对话"),skyboy67890,杜拉拉美鞋记,18817532128,,,,https://shop67003969.taobao.com,,,0,广东,马丁靴女,,4.70289分,-1.92%,4.77457分,-1.26%,4.77168分,-1.45%,,,,,,,,,,
685,,一金,=HYPERLINK("aliim:sendmsg?&touid=cntaobao柠檬绿茶时尚空间"，"点我对话"),柠檬绿茶时尚空间,柠檬绿茶时尚空间,,,,,https://shop58378094.taobao.com,,,0,广东,马丁靴女,,4.80189分,3.30%,4.82473分,0.23%,4.83227分,0.20%,,,,,,,,,,
686,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao波兰犹太人阿天"，"点我对话"),波兰犹太人阿天,studiowoo,,,,,https://shop33313391.taobao.com,,,7970.00,广东,马丁靴女,,4.87151分,37.33%,4.89525分,36.32%,4.89525分,33.74%,,,,,,,,,,
687,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao本分小女人100"，"点我对话"),本分小女人100,铭铭香港潮流店,,,,,https://shop108323910.taobao.com,,,0,广东,马丁靴女,,4.98756,93.93%,4.98852,93.02%,4.9933分,95.76%,,,,,,,,,,
688,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao帅帅慧2008"，"点我对话"),帅帅慧2008,美鞋 潮我看,,,,,https://shop36544992.taobao.com,,,305632.00,广东,马丁靴女,,4.75777分,-0.78%,4.80776分,-0.58%,4.82544分,0.34%,,,,,,,,,,
689,上海陆鸿贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaonbu鞋类旗舰店"，"点我对话"),nbu鞋类旗舰店,nbu鞋类旗舰店,,,,,https://shop392347841.taobao.com,,,25190412.00,广东,马丁靴女,,4.90129分,22.39%,4.88727分,33.13%,4.8896分,30.81%,,,,,,,,,,
690,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao呛口小书生"，"点我对话"),呛口小书生,慕思原创定制女鞋店,,,,,https://shop109056140.taobao.com,,,120480.00,广东,马丁靴女,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
691,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb65431763"，"点我对话"),tb65431763,足舒美女鞋,,,,,https://shop112725901.taobao.com,,,25926.00,广东,马丁靴女,,4.87059分,36.84%,4.89804分,37.97%,4.89804分,35.45%,,,,,,,,,,
692,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao墨衣阁"，"点我对话"),墨衣阁,墨衣阁专柜正品女鞋,,,,,https://shop64307104.taobao.com,,,47187.00,广东,马丁靴女,,4.86158分,32.44%,4.89831分,38.14%,4.90395分,39.19%,,,,,,,,,,
693,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao私入凡尘"，"点我对话"),私入凡尘,星光鞋业官方店,,,,,https://shop198261969.taobao.com,,,914530.00,广东,马丁靴女,,4.80164,3.18%,4.83964,2.45%,4.84709分,3.19%,,,,,,,,,,
694,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao陈周飞12"，"点我对话"),陈周飞12,二师兄是头猪,,,,,https://shop73244034.taobao.com,,,600401.00,广东,马丁靴女,,4.75037分,-0.93%,4.81053分,-0.52%,4.81565分,-0.55%,,,,,,,,,,
695,,二金,=HYPERLINK("aliim:sendmsg?&touid=cntaobaopzlmilk99"，"点我对话"),pzlmilk99,小P良品铺,,13371972168,13331929168,,https://shop34095849.taobao.com,,,0,广东,马丁靴女,,4.87657分,39.75%,4.91396分,47.66%,4.92111分,50.05%,,,,,,,,,,
696,重庆热风贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao热风重庆专卖店"，"点我对话"),热风重庆专卖店,热风重庆专卖店,,,,,https://shop240469347.taobao.com,,,0,广东,马丁靴女,,4.76094分,2.30%,4.8125分,0%,4.82344分,0%,,,,,,,,,,
697,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaocaifei988929"，"点我对话"),caifei988929,伊人尚轩鞋店,,,,,https://shop71337372.taobao.com,,,37229.00,广东,马丁靴女,,4.79307,0.10%,4.83082,0.10%,4.85582分,8.72%,,,,,,,,,,
698,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao薛珺格chx"，"点我对话"),薛珺格chx,珺格鞋尚,,,,,https://shop72398343.taobao.com,,,741834.00,广东,马丁靴女,,4.81313分,8.85%,4.84292分,4.51%,4.8433分,0.88%,,,,,,,,,,
